idx|chapter|sec|no|content|lang
1791|31|23|23|拉班帶領他的眾弟兄去追趕，追了七日，在基列山就追上了。|zh
1792|31|23|23|And taking the men of his family with him, he went after him for seven days and overtook him in the hill-country of Gilead.|en
1793|31|24|24|夜間，神到亞蘭人拉班那裡，在夢中對他說：你要小心，不可與雅各說好說歹。|zh
1794|31|24|24|Then God came to Laban in a dream by night, and said to him, Take care that you say nothing good or bad to Jacob.|en
1795|31|25|25|拉班追上雅各。雅各在山上支搭帳棚；拉班和他的眾弟兄也在基列山上支搭帳棚。|zh
1796|31|25|25|Now when Laban overtook him, Jacob had put up his tent in the hill-country; and Laban and his brothers put up their tents in the hill-country of Gilead.|en
1797|31|26|26|拉班對雅各說：你做的是甚麼事呢？你背著我偷走了，又把我的女兒們帶了去，如同用刀劍擄去的一般。|zh
1798|31|26|26|And Laban said to Jacob, Why did you go away secretly, taking my daughters away like prisoners of war?|en
1799|31|27|27|你為甚麼暗暗地逃跑，偷著走，並不告訴我，叫我可以歡樂、唱歌、擊鼓、彈琴的送你回去？|zh
1800|31|27|27|Why did you make a secret of your flight, not giving me word of it, so that I might have sent you away with joy and songs, with melody and music?|en
1801|31|28|28|又不容我與外孫和女兒親嘴？你所行的真是愚昧！|zh
1802|31|28|28|You did not even let me give a kiss to my sons and my daughters. This was a foolish thing to do.|en
1803|31|29|29|我手中原有能力害你，只是你父親的神昨夜對我說：你要小心，不可與雅各說好說歹。|zh
1804|31|29|29|It is in my power to do you damage: but the God of your father came to me this night, saying, Take care that you say nothing good or bad to Jacob.|en
1805|31|30|30|現在你雖然想你父家，不得不去，為甚麼又偷了我的神像呢？|zh
1806|31|30|30|And now, it seems, you are going because your heart's desire is for your father's house; but why have you taken my gods?|en
1807|31|31|31|雅各回答拉班說：恐怕你把你的女兒從我奪去，所以我逃跑。|zh
1808|31|31|31|And Jacob, in answer, said to Laban, My fear was that you might take your daughters from me by force.|en
1809|31|32|32|至於你的神像，你在誰那裡搜出來，就不容誰存活。當著我們的眾弟兄，你認一認，在我這裡有甚麼東西是你的，就拿去。原來雅各不知道拉結偷了那些神像。|zh
1810|31|32|32|As for your gods, if anyone of us has them, let him be put to death: make search before us all for what is yours, and take it. For Jacob had no knowledge that Rachel had taken them.|en
1811|31|33|33|拉班進了雅各、利亞，並兩個使女的帳棚，都沒有搜出來，就從利亞的帳棚出來，進了拉結的帳棚。|zh
1812|31|33|33|So Laban went into Jacob's tent and into Leah's tent, and into the tents of the two servant-women, but they were not there; and he came out of Leah's tent and went into Rachel's.|en
1813|31|34|34|拉結已經把神像藏在駱駝的馱簍裡，便坐在上頭。拉班摸遍了那帳棚，並沒有摸著。|zh
1814|31|34|34|Now Rachel had taken the images, and had put them in the camels' basket, and was seated on them. And Laban, searching through all the tent, did not come across them.|en
1815|31|35|35|拉結對他父親說：現在我身上不便，不能在你面前起來，求我主不要生氣。這樣，拉班搜尋神像，竟沒有搜出來。|zh
1816|31|35|35|And she said to her father, Let not my lord be angry because I do not get up before you, for I am in the common condition of women. And with all his searching, he did not come across the images.|en
1817|31|36|36|雅各就發怒斥責拉班說：我有甚麼過犯，有甚麼罪惡，你竟這樣火速的追我？|zh
1818|31|36|36|Then Jacob was angry with Laban, and said, What crime or sin have I done that you have come after me with such passion?|en
1819|31|37|37|你摸遍了我一切的家具，你搜出甚麼來呢？可以放在你我弟兄面前，叫他們在你我中間辨別辨別。|zh
1820|31|37|37|Now that you have made search through all my goods, what have you seen which is yours? Make it clear now before my people and your people, so that they may be judges between us.|en
1821|31|38|38|我在你家這二十年，你的母綿羊、母山羊沒有掉過胎。你群中的公羊，我沒有吃過；|zh
1822|31|38|38|These twenty years I have been with you; your sheep and your goats have had young without loss, not one of your he-goats have I taken for food.|en
1823|31|39|39|被野獸撕裂的，我沒有帶來給你，是我自己賠上。無論是白日，是黑夜，被偷去的，你都向我索要。|zh
1824|31|39|39|Anything which was wounded by beasts I did not take to you, but myself made up for the loss of it; you made me responsible for whatever was taken by thieves, by day or by night.|en
1825|31|40|40|我白日受盡乾熱，黑夜受盡寒霜，不得合眼睡著，我常是這樣。|zh
1826|31|40|40|This was my condition, wasted by heat in the day and by the bitter cold at night; and sleep went from my eyes.|en
1827|31|41|41|我這二十年在你家裡，為你的兩個女兒服事你十四年，為你的羊群服事你六年，你又十次改了我的工價。|zh
1828|31|41|41|These twenty years I have been in your house; I was your servant for fourteen years because of your daughters, and for six years I kept your flock, and ten times was my payment changed.|en
1829|31|42|42|若不是我父親以撒所敬畏的神，就是亞伯拉罕的　神與我同在，你如今必定打發我空手而去。　神看見我的苦情和我的勞碌，就在昨夜責備你。|zh
1830|31|42|42|If the God of my father, the God of Abraham and the Fear of Isaac, had not been with me, you would have sent me away with nothing in my hands. But God has seen my troubles and the work of my hands, and this night he kept you back.|en
1831|31|43|43|拉班回答雅各說：這女兒是我的女兒，這些孩子是我的孩子，這些羊群也是我的羊群；凡在你眼前的都是我的。我的女兒並他們所生的孩子，我今日能向他們做甚麼呢？|zh
1832|31|43|43|Then Laban, answering, said, These women are my daughters and these children my children, the flocks and all you see are mine: what now may I do for my daughters and for their children?|en
1833|31|44|44|來罷！你我二人可以立約，作你我中間的證據。|zh
1834|31|44|44|Come, let us make an agreement, you and I; and let it be for a witness between us.|en
1835|31|45|45|雅各就拿一塊石頭立作柱子，|zh
1836|31|45|45|Then Jacob took a stone and put it up as a pillar.|en
1837|31|46|46|又對眾弟兄說：你們堆聚石頭。他們就拿石頭來堆成一堆，大家便在旁邊吃喝。|zh
1838|31|46|46|And Jacob said to his people, Get stones together; and they did so; and they had a meal there by the stones.|en
1839|31|47|47|拉班稱那石堆為伊迦爾撒哈杜他，雅各卻稱那石堆為迦累得(都是以石堆為證的意思)。|zh
1840|31|47|47|And the name Laban gave it was Jegar-sahadutha: but Jacob gave it the name of Galeed.|en
1841|31|48|48|拉班說：今日這石堆作你我中間的證據。因此這地方名叫迦累得，|zh
1842|31|48|48|And Laban said, These stones are a witness between you and me today. For this reason its name was Galeed,|en
1843|31|49|49|又叫米斯巴，意思說：我們彼此離別以後，願耶和華在你我中間鑒察。|zh
1844|31|49|49|And Mizpah, for he said, May the Lord keep watch on us when we are unable to see one another's doings.|en
1845|31|50|50|你若苦待我的女兒，又在我的女兒以外另娶妻，雖沒有人知道，卻有神在你我中間作見證。|zh
1846|31|50|50|If you are cruel to my daughters, or if you take other wives in addition to my daughters, then though no man is there to see, God will be the witness between us.|en
1847|31|51|51|拉班又說：你看我在你我中間所立的這石堆和柱子。|zh
1848|31|51|51|And Laban said, See these stones and this pillar which I have put between you and me;|en
1849|31|52|52|這石堆作證據，這柱子也作證據。我必不過這石堆去害你；你也不可過這石堆和柱子來害我。|zh
1850|31|52|52|They will be witness that I will not go over these stones to you, and you will not go over these stones or this pillar to me, for any evil purpose.|en
1851|31|53|53|但願亞伯拉罕的神和拿鶴的　神，就是他們父親的　神，在你我中間判斷。雅各就指著他父親以撒所敬畏的神起誓，|zh
1852|31|53|53|May the God of Abraham and the God of Nahor, the God of their father, be our judge. Then Jacob took an oath by the Fear of his father Isaac.|en
1853|31|54|54|又在山上獻祭，請眾弟兄來吃飯。他們吃了飯，便在山上住宿。|zh
1854|31|54|54|And Jacob made an offering on the mountain, and gave orders to his people to take food: so they had a meal and took their rest that night on the mountain.|en
1855|31|55|55|拉班清早起來，與他外孫和女兒親嘴，給他們祝福，回往自己的地方去了。|zh
1856|31|55|55|And early in the morning Laban, after kissing and blessing his daughters, went on his way back to his country.|en
1857|32|1|1|雅各仍舊行路，神的使者遇見他。|zh
1858|32|1|1|And on his way Jacob came face to face with the angels of God.|en
1859|32|2|2|雅各看見他們就說：這是神的軍兵，於是給那地方起名叫瑪哈念(就是二軍兵的意思)。|zh
1860|32|2|2|And when he saw them he said, This is the army of God: so he gave that place the name of Mahanaim.|en
1861|32|3|3|雅各打發人先往西珥地去，就是以東地，見他哥哥以掃，|zh
1862|32|3|3|Now Jacob sent servants before him to Esau, his brother, in the land of Seir, the country of Edom;|en
1863|32|4|4|吩咐他們說：你們對我主以掃說：你的僕人雅各這樣說：我在拉班那裡寄居，直到如今。|zh
1864|32|4|4|And he gave them orders to say these words to Esau: Your servant Jacob says, Till now I have been living with Laban:|en
1865|32|5|5|我有牛、驢、羊群、僕婢，現在打發人來報告我主，為要在你眼前蒙恩。|zh
1866|32|5|5|And I have oxen and asses and flocks and men-servants and women-servants: and I have sent to give my lord news of these things so that I may have grace in his eyes.|en
1867|32|6|6|所打發的人回到雅各那裡，說：我們到了你哥哥以掃那裡，他帶著四百人，正迎著你來。|zh
1868|32|6|6|When the servants came back they said, We have seen your brother Esau and he is coming out to you, and four hundred men with him.|en
1869|32|7|7|雅各就甚懼怕，而且愁煩，便把那與他同在的人口和羊群、牛群、駱駝分做兩隊，|zh
1870|32|7|7|Then Jacob was in great fear and trouble of mind: and he put all the people and the flocks and the herds and the camels into two groups;|en
1871|32|8|8|說：以掃若來擊殺這一隊，剩下的那一隊還可以逃避。|zh
1872|32|8|8|And said, If Esau, meeting one group, makes an attack on them, the others will get away safely.|en
1873|32|9|9|雅各說：耶和華─我祖亞伯拉罕的神，我父親以撒的　神阿，你曾對我說：回你本地本族去，我要厚待你。|zh
1874|32|9|9|Then Jacob said, O God of my father Abraham, the God of my father Isaac, the Lord who said to me, Go back to your country and your family and I will be good to you:|en
1875|32|10|10|你向僕人所施的一切慈愛和誠實，我一點也不配得；我先前只拿著我的杖過這約但河，如今我卻成了兩隊了。|zh
1876|32|10|10|I am less than nothing in comparison with all your mercies and your faith to me your servant; for with only my stick in my hand I went across Jordan, and now I have become two armies.|en
1877|32|11|11|求你救我脫離我哥哥以掃的手；因為我怕他來殺我，連妻子帶兒女一同殺了。|zh
1878|32|11|11|Be my saviour from the hand of Esau, my brother: for my fear is that he will make an attack on me, putting to death mother and child.|en
1879|32|12|12|你曾說：我必定厚待你，使你的後裔如同海邊的沙，多得不可勝數。|zh
1880|32|12|12|And you said, Truly, I will be good to you, and make your seed like the sand of the sea which may not be numbered.|en
1881|32|13|13|當夜，雅各在那裡住宿，就從他所有的物中拿禮物要送給他哥哥以掃：|zh
1882|32|13|13|Then he put up his tent there for the night; and from among his goods he took, as an offering for his brother Esau,|en
1883|32|14|14|母山羊二百隻，公山羊二十隻，母綿羊二百隻，公綿羊二十隻，|zh
1884|32|14|14|Two hundred she-goats and twenty he-goats, two hundred females and twenty males from the sheep,|en
1885|32|15|15|奶崽子的駱駝三十隻─各帶著崽子，母牛四十隻，公牛十隻，母驢二十匹，驢駒十匹；|zh
1886|32|15|15|Thirty camels with their young ones, forty cows, ten oxen, twenty asses, and ten young asses.|en
1887|32|16|16|每樣各分一群，交在僕人手下，就對僕人說：你們要在我前頭過去，使群群相離，有空閒的地方；|zh
1888|32|16|16|These he gave to his servants, every herd by itself, and he said to his servants, Go on before me, and let there be a space between one herd and another.|en
1889|32|17|17|又吩咐儘先走的說：我哥哥以掃遇見你的時候，問你說：你是那家的人？要往那裡去？你前頭？這些是誰的？|zh
1890|32|17|17|And he gave orders to the first, saying, When my brother Esau comes to you and says, Whose servant are you, and where are you going, and whose are these herds?|en
1891|32|18|18|你就說：是你僕人雅各的，是送給我主以掃的禮物；他自己也在我們後邊？。|zh
1892|32|18|18|Then say to him, These are your servant Jacob's; they are an offering for my lord, for Esau; and he himself is coming after us.|en
1893|32|19|19|又吩咐第二、第三，和一切趕群畜的人說：你們遇見以掃的時候也要這樣對他說；|zh
1894|32|19|19|And he gave the same orders to the second and the third and to all those who were with the herds, saying, This is what you are to say to Esau when you see him;|en
1895|32|20|20|並且你們要說：你僕人雅各在我們後邊。因雅各心裡說：我藉著在我前頭去的禮物解他的恨，然後再見他的面，或者他容納我。|zh
1896|32|20|20|And you are to say further, Jacob, your servant, is coming after us. For he said to himself, I will take away his wrath by the offering which I have sent on, and then I will come before him: it may be that I will have grace in his eyes.|en
1897|32|21|21|於是禮物先過去了；那夜，雅各在隊中住宿。|zh
1898|32|21|21|So the servants with the offerings went on in front, and he himself took his rest that night in the tents with his people.|en
1899|32|22|22|他夜間起來，帶著兩個妻子，兩個使女，並十一個兒子，都過了雅博渡口，|zh
1900|32|22|22|And in the night he got up, and taking with him his two wives and the two servant-women and his eleven children, he went over the river Jabbok.|en
1901|32|23|23|先打發他們過河，又打發所有的都過去，|zh
1902|32|23|23|He took them and sent them over the stream with all he had.|en
1903|32|24|24|只剩下雅各一人。有一個人來和他摔跤，直到黎明。|zh
1904|32|24|24|Then Jacob was by himself; and a man was fighting with him till dawn.|en
1905|32|25|25|那人見自己勝不過他，就將他的大腿窩摸了一把，雅各的大腿窩正在摔跤的時候就扭了。|zh
1906|32|25|25|But when the man saw that he was not able to overcome Jacob, he gave him a blow in the hollow part of his leg, so that his leg was damaged.|en
1907|32|26|26|那人說：天黎明了，容我去罷！雅各說：你不給我祝福，我就不容你去。|zh
1908|32|26|26|And he said to him, Let me go now, for the dawn is near. But Jacob said, I will not let you go till you have given me your blessing.|en
1909|32|27|27|那人說：你名叫甚麼？他說：我名叫雅各。|zh
1910|32|27|27|Then he said, What is your name? And he said, Jacob.|en
1911|32|28|28|那人說：你的名不要再叫雅各，要叫以色列；因為你與神與人較力，都得了勝。|zh
1912|32|28|28|And he said, Your name will no longer be Jacob, but Israel: for in your fight with God and with men you have overcome.|en
1913|32|29|29|雅各問他說：請將你的名告訴我。那人說：何必問我的名？於是在那裡給雅各祝福。|zh
1914|32|29|29|Then Jacob said, What is your name? And he said, What is my name to you? Then he gave him a blessing.|en
1915|32|30|30|雅各便給那地方起名叫毘努伊勒(就是神之面的意思)，意思說：我面對面見了神，我的性命仍得保全。|zh
1916|32|30|30|And Jacob gave that place the name of Peniel, saying, I have seen God face to face, and still I am living.|en
1917|32|31|31|日頭剛出來的時候，雅各經過毘努伊勒，他的大腿就瘸了。|zh
1918|32|31|31|And while he was going past Peniel, the sun came up. And he went with unequal steps because of his damaged leg.|en
1919|32|32|32|故此，以色列人不吃大腿窩的筋，直到今日，因為那人摸了雅各大腿窩的筋。|zh
1920|32|32|32|For this reason the children of Israel, even today, never take that muscle in the hollow of the leg as food, because the hollow of Jacob's leg was touched.|en
1921|33|1|1|雅各舉目觀看，見以掃來了，後頭跟著四百人，他就把孩子們分開交給利亞、拉結，和兩個使女，|zh
1922|33|1|1|Then Jacob, lifting up his eyes, saw Esau coming with his four hundred men. So he made a division of the children between Leah and Rachel and the two women-servants.|en
1923|33|2|2|並且叫兩個使女和他們的孩子在前頭，利亞和他的孩子在後頭，拉結和約瑟在儘後頭。|zh
1924|33|2|2|He put the servants and their children in front, Leah and her children after them, and Rachel and Joseph at the back.|en
1925|33|3|3|他自己在他們前頭過去，一連七次俯伏在地才就近他哥哥。|zh
1926|33|3|3|And he himself, going before them, went down on his face to the earth seven times till he came near his brother.|en
1927|33|4|4|以掃跑來迎接他，將他抱住，又摟著他的頸項，與他親嘴，兩個人就哭了。|zh
1928|33|4|4|Then Esau came running up to him, and folding him in his arms, gave him a kiss: and the two of them were overcome with weeping.|en
1929|33|5|5|以掃舉目看見婦人孩子，就說：這些？和你同行的是誰呢？雅各說：這些孩子是神施恩給你的僕人的。|zh
1930|33|5|5|Then Esau, lifting up his eyes, saw the women and the children, and said, Who are these with you? And he said, The children whom God in his mercy has given to your servant.|en
1931|33|6|6|於是兩個使女和他們的孩子前來下拜；|zh
1932|33|6|6|Then the servants and their children came near, and went down on their faces.|en
1933|33|7|7|利亞和他的孩子也前來下拜；隨後約瑟和拉結也前來下拜。|zh
1934|33|7|7|And Leah came near with her children, and then Joseph and Rachel, and they did the same.|en
1935|33|8|8|以掃說：我所遇見的這些群畜是甚麼意思呢？雅各說：是要在我主面前蒙恩的。|zh
1936|33|8|8|And he said, What were all those herds which I saw on the way? And Jacob said, They were an offering so that I might have grace in my lord's eyes.|en
1937|33|9|9|以掃說：兄弟阿，我的已經夠了，你的仍歸你罷！|zh
1938|33|9|9|But Esau said, I have enough; keep what is yours, my brother, for yourself.|en
1939|33|10|10|雅各說：不然，我若在你眼前蒙恩，就求你從我手裡收下這禮物；因為我見了你的面，如同見了神的面，並且你容納了我。|zh
1940|33|10|10|And Jacob said, Not so; but if I have grace in your eyes, take them as a sign of my love, for I have seen your face as one may see the face of God, and you have been pleased with me.|en
1941|33|11|11|求你收下我帶來給你的禮物；因為神恩待我，使我充足。雅各再三地求他，他才收下了。|zh
1942|33|11|11|Take my offering then, with my blessing; for God has been very good to me and I have enough: so at his strong request, he took it.|en
1943|33|12|12|以掃說：我們可以起身前往，我在你前頭走。|zh
1944|33|12|12|And he said, Let us go on our journey together, and I will go in front.|en
1945|33|13|13|雅各對他說：我主知道孩子們年幼嬌嫩，牛羊也正在乳養的時候，若是催趕一天，群畜都必死了。|zh
1946|33|13|13|But Jacob said, My lord may see that the children are only small, and there are young ones in my flocks and herds: one day's over-driving will be the destruction of all the flock.|en
1947|33|14|14|求我主在僕人前頭走，我要量著在我面前群畜和孩子的力量慢慢地前行，直走到西珥我主那裡。|zh
1948|33|14|14|Do you, my lord, go on before your servant; I will come on slowly, at the rate at which the cattle and the children are able to go, till I come to my lord at Seir.|en
1949|33|15|15|以掃說：容我把跟隨我的人留幾個在你這裡。雅各說：何必呢？只要在我主眼前蒙恩就是了。|zh
1950|33|15|15|And Esau said, Then keep some of my men with you. And he said, What need is there for that, if my lord is pleased with me?|en
1951|33|16|16|於是，以掃當日起行，回往西珥去了。|zh
1952|33|16|16|So Esau, turning back that day, went on his way to Seir.|en
1953|33|17|17|雅各就往疏割去，在那裡為自己蓋造房屋，又為牲畜搭棚；因此那地方名叫疏割(就是棚的意思)。|zh
1954|33|17|17|And Jacob went on to Succoth, where he made a house for himself and put up tents for his cattle: for this reason the place was named Succoth.|en
1955|33|18|18|雅各從巴旦亞蘭回來的時候，平平安安地到了迦南地的示劍城，在城東支搭帳棚，|zh
1956|33|18|18|So Jacob came safely from Paddan-aram to the town of Shechem in the land of Canaan, and put up his tents near the town.|en
1957|33|19|19|就用一百塊銀子向示劍的父親、哈抹的子孫買了支帳棚的那塊地，|zh
1958|33|19|19|And for a hundred bits of money he got from the children of Hamor, the builder of Shechem, the field in which he had put up his tents.|en
1959|33|20|20|在那裡築了一座壇，起名叫伊利伊羅伊以色列(就是神、以色列神的意思)。|zh
1960|33|20|20|And there he put up an altar, naming it El, the God of Israel.|en
1961|34|1|1|利亞給雅各所生的女兒底拿出去，要見那地的女子們。|zh
1962|34|1|1|Now Dinah, the daughter whom Leah had by Jacob, went out to see the women of that country.|en
1963|34|2|2|那地的主─希未人、哈抹的兒子示劍看見他，就拉住他，與他行淫，玷辱他。|zh
1964|34|2|2|And when Shechem, the son of Hamor the Hivite who was the chief of that land, saw her, he took her by force and had connection with her.|en
1965|34|3|3|示劍的心繫戀雅各的女兒底拿，喜愛這女子，甜言蜜語地安慰他。|zh
1966|34|3|3|Then his heart went out in love to Dinah, the daughter of Jacob, and he said comforting words to her.|en
1967|34|4|4|示劍對他父親哈抹說：求你為我聘這女子為妻。|zh
1968|34|4|4|And Shechem said to Hamor, his father, Get me this girl for my wife.|en
1969|34|5|5|雅各聽見示劍玷污了他的女兒底拿。那時他的兒子們正和群畜在田野，雅各就閉口不言，等他們回來。|zh
1970|34|5|5|Now Jacob had word of what Shechem had done to his daughter; but his sons were in the fields with the cattle, and Jacob said nothing till they came.|en
1971|34|6|6|示劍的父親哈抹出來見雅各，要和他商議。|zh
1972|34|6|6|Then Hamor, the father of Shechem, came out to have a talk with Jacob.|en
1973|34|7|7|雅各的兒子們聽見這事，就從田野回來，人人忿恨，十分惱怒；因示劍在以色列家作了醜事，與雅各的女兒行淫，這本是不該做的事。|zh
1974|34|7|7|Now the sons of Jacob came in from the fields when they had news of it, and they were wounded and very angry because of the shame he had done in Israel by having connection with Jacob's daughter; and they said, Such a thing is not to be done.|en
1975|34|8|8|哈抹和他們商議說：我兒子示劍的心戀慕這女子，求你們將他給我的兒子為妻。|zh
1976|34|8|8|But Hamor said to them, Shechem, my son, is full of desire for your daughter: will you then give her to him for a wife?|en
1977|34|9|9|你們與我們彼此結親；你們可以把女兒給我們，也可以娶我們的女兒。|zh
1978|34|9|9|And let our two peoples be joined together; give your daughters to us, and take our daughters for yourselves.|en
1979|34|10|10|你們與我們同住罷！這地都在你們面前，只管在此居住，做買賣，置產業。|zh
1980|34|10|10|Go on living with us, and the country will be open to you; do trade and get property there.|en
1981|34|11|11|示劍對女兒的父親和弟兄們說：但願我在你們眼前蒙恩，你們向我要甚麼，我必給你們。|zh
1982|34|11|11|And Shechem said to her father and her brothers, If you will give ear to my request, whatever you say I will give to you.|en
1983|34|12|12|任憑向我要多重的聘金和禮物，我必照你們所說的給你們；只要把女子給我為妻。|zh
1984|34|12|12|However great you make the bride-price and payment, I will give it; only let me have the girl for my wife.|en
1985|34|13|13|雅各的兒子們因為示劍玷污了他們的妹子底拿，就用詭詐的話回答示劍和他父親哈抹，|zh
1986|34|13|13|But the sons of Jacob gave a false answer to Shechem and Hamor his father, because of what had been done to Dinah their sister.|en
1987|34|14|14|對他們說：我們不能把我們的妹子給沒有受割禮的人為妻，因為那是我們的羞辱。|zh
1988|34|14|14|And they said, It is not possible for us to give our sister to one who is without circumcision, for that would be a cause of shame to us:|en
1989|34|15|15|惟有一件才可以應允：若你們所有的男丁都受割禮，和我們一樣，|zh
1990|34|15|15|But on this condition only will we come to an agreement with you: if every male among you becomes like us and undergoes circumcision;|en
1991|34|16|16|我們就把女兒給你們，也娶你們的女兒；我們便與你們同住，兩下成為一樣的人民。|zh
1992|34|16|16|Then we will give our daughters to you and take your daughters to us and go on living with you as one people.|en
1993|34|17|17|倘若你們不聽從我們受割禮，我們就帶著妹子走了。|zh
1994|34|17|17|But if you will not undergo circumcision as we say, then we will take our daughter and go.|en
1995|34|18|18|哈抹和他的兒子示劍喜歡這話。|zh
1996|34|18|18|And their words were pleasing to Hamor and his son Shechem.|en
1997|34|19|19|那少年人做這事並不遲延，因為他喜愛雅各的女兒；他在他父親家中也是人最尊重的。|zh
1998|34|19|19|And without loss of time the young man did as they said, because he had delight in Jacob's daughter, and he was the noblest of his father's house.|en
1999|34|20|20|哈抹和他兒子示劍到本城的門口，對本城的人說：|zh
2000|34|20|20|Then Hamor and Shechem, his son, went to the meeting-place of their town, and said to the men of the town,|en
2001|34|21|21|這些人與我們和睦，不如許他們在這地居住，做買賣；這地也寬闊，足可容下他們。我們可以娶他們的女兒為妻，也可以把我們的女兒嫁給他們。|zh
2002|34|21|21|It is the desire of these men to be at peace with us; let them then go on living in this country and doing trade here, for the country is wide open before them; let us take their daughters as wives and let us give them our daughters.|en
2003|34|22|22|惟有一件事我們必須做，他們才肯應允和我們同住，成為一樣的人民：就是我們中間所有的男丁都要受割禮，和他們一樣。|zh
2004|34|22|22|But these men will make an agreement with us to go on living with us and to become one people, only on the condition that every male among us undergoes circumcision as they have done.|en
2005|34|23|23|他們的群畜、貨財，和一切的牲口豈不都歸我們麼？只要依從他們，他們就與我們同住。|zh
2006|34|23|23|Then will not their cattle and their goods and all their beasts be ours? so let us come to an agreement with them so that they may go on living with us.|en
2007|34|24|24|凡從城門出入的人就都聽從哈抹和他兒子示劍的話；於是凡從城門出入的男丁都受了割禮。|zh
2008|34|24|24|Then all the men of the town gave ear to the words of Hamor and Shechem his son; and every male in the town underwent circumcision.|en
2009|34|25|25|到第三天，眾人正在疼痛的時候，雅各的兩個兒子，就是底拿的哥哥西緬和利未，各拿刀劍，趁著眾人想不到的時候來到城中，把一切男丁都殺了，|zh
2010|34|25|25|But on the third day after, before the wounds were well, two of the sons of Jacob, Simeon and Levi, Dinah's brothers, took their swords and came into the town by surprise and put all the males to death.|en
2011|34|26|26|又用刀殺了哈抹和他兒子示劍，把底拿從示劍家裡帶出來就走了。|zh
2012|34|26|26|And Hamor and his son they put to death with the sword, and they took Dinah from Shechem's house and went away.|en
2013|34|27|27|雅各的兒子們因為他們的妹子受了玷污，就來到被殺的人那裡，擄掠那城，|zh
2014|34|27|27|And the sons of Jacob came on them when they were wounded and made waste the town because of what had been done to their sister;|en
2015|34|28|28|奪了他們的羊群、牛群，和驢，並城裡田間所有的；|zh
2016|34|28|28|They took their flocks and their herds and their asses and everything in their town and in their fields,|en
2017|34|29|29|又把他們一切貨財、孩子、婦女，並各房中所有的，都擄掠去了。|zh
2018|34|29|29|And all their wealth and all their little ones and their wives; everything in their houses they took and made them waste.|en
2019|34|30|30|雅各對西緬和利未說：你們連累我，使我在這地的居民中，就是在迦南人和比利洗人中，有了臭名。我的人丁既然稀少，他們必聚集來擊殺我，我和全家的人都必滅絕。|zh
2020|34|30|30|And Jacob said to Simeon and Levi, You have made trouble for me and given me a bad name among the people of this country, among the Canaanites and the Perizzites: and because we are small in number they will come together against me and make war on me; and it will be the end of me and all my people.|en
2021|34|31|31|他們說：他豈可待我們的妹子如同妓女麼？|zh
2022|34|31|31|But they said, Were we to let him make use of our sister as a loose woman?|en
2023|35|1|1|神對雅各說：起來！上伯特利去，住在那裡；要在那裡築一座壇給神，就是你逃避你哥哥以掃的時候向你顯現的那位。|zh
2024|35|1|1|And God said to Jacob, Go up now to Beth-el and make your living-place there: and put up an altar there to the God who came to you when you were in flight from your brother Esau.|en
2025|35|2|2|雅各就對他家中的人並一切與他同在的人說：你們要除掉你們中間的外邦神，也要自潔，更換衣裳。|zh
2026|35|2|2|Then Jacob said to all his people, Put away the strange gods which are among you, and make yourselves clean, and put on a change of clothing:|en
2027|35|3|3|我們要起來，上伯特利去，在那裡我要築一座壇給神，就是在我遭難的日子應允我的禱告、在我行的路上保佑我的那位。|zh
2028|35|3|3|And let us go up to Beth-el: and there I will make an altar to God, who gave me an answer in the day of my trouble, and was with me wherever I went.|en
2029|35|4|4|他們就把外邦人的神像和他們耳朵上的環子交給雅各；雅各都藏在示劍那裡的橡樹底下。|zh
2030|35|4|4|Then they gave to Jacob all the strange gods which they had, and the rings which were in their ears; and Jacob put them away under the holy tree at Shechem.|en
2031|35|5|5|他們便起行前往。神使那周圍城邑的人都甚驚懼，就不追趕雅各的眾子了。|zh
2032|35|5|5|So they went on their journey: and the fear of God was on the towns round about, so that they made no attack on the sons of Jacob.|en
2033|35|6|6|於是雅各和一切與他同在的人到了迦南地的路斯，就是伯特利。|zh
2034|35|6|6|And Jacob came to Luz in the land of Canaan (which is the same as Beth-el), he and all his people.|en
2035|35|7|7|他在那裡築了一座壇，就給那地方起名叫伊勒伯特利(就是伯特利之神的意思)；因為他逃避他哥哥的時候，神在那裡向他顯現。|zh
2036|35|7|7|And there he made an altar, naming the place El-beth-el: because it was there he had the vision of God when he was in flight from his brother.|en
2037|35|8|8|利百加的奶母底波拉死了，就葬在伯特利下邊橡樹底下；那棵樹名叫亞倫巴古。|zh
2038|35|8|8|And Deborah, the servant who had taken care of Rebekah from her birth, came to her end, and was put to rest near Beth-el, under the holy tree: and they gave it the name of Allon-bacuth.|en
2039|35|9|9|雅各從巴旦亞蘭回來，神又向他顯現，賜福與他，|zh
2040|35|9|9|Now when Jacob was on his way from Paddan-aram, God came to him again and, blessing him, said,|en
2041|35|10|10|且對他說：你的名原是雅各，從今以後不要再叫雅各，要叫以色列。這樣，他就改名叫以色列。|zh
2042|35|10|10|Jacob is your name, but it will be so no longer; from now your name will be Israel; so he was named Israel.|en
2043|35|11|11|神又對他說：我是全能的神；你要生養眾多，將來有一族和多國的民從你而生，又有君王從你而出。|zh
2044|35|11|11|And God said to him, I am God, the Ruler of all: be fertile, and have increase; a nation, truly a group of nations, will come from you, and kings will be your offspring;|en
2045|35|12|12|我所賜給亞伯拉罕和以撒的地，我要賜給你與你的後裔。|zh
